id,ws_id,c_sky_cndt_id,c_wthr_typ_id,c_wnd_drct_id,weather_date,dry_bulb_temperature,wet_bulb_temperature,minimum_temperature,maximum_temperature,relative_humidity,visibility_km,wind_speed_kmh,wind_gust_kmh,rain_mm,snow_cm,hail_mm,dew_point,high_cloud_amt,middle_cloud_amt,low_cloud_amt,cu_cloud_amt,cuplus_cloud_amt,cb_cloud_amt,grand_total,fine_fuel_moisture_code,initial_spread_index,duff_moisture_code,build_up_index,drought_code,daily_severity_rating,fire_weather_index,present_weather,weather_remarks,station_id,c_wnd_drct_type,c_sky_cndt_type,name
1911853,77,3,2,2,2000-05-17 06:00:00,-0.5,,-6,7,,40,3,,0,0,0,,9,1,0,0,0,0,2.5,,,,,,,,X,WSE,SV,E,OVC,High Level
1912197,77,3,2,5,2000-05-17 12:00:00,6.5,2.5,,,50.25,40,15,,0,0,0,-3.1,2,4,4,0,0,0,24,,,,,,,,X,WSE,SV,S,OVC,High Level
1912424,77,5,2,3,2000-05-18 06:00:00,5.5,4,2,10,79.83,40,10,,0,0,0,2.3,2,1,0,0,0,0,19.5,,,,,,,,X,WSE,SV,SW,SCT,High Level
1912805,77,4,2,3,2000-05-18 12:00:00,13,7,,,42.31,40,15,,0,0,0,0.5,0,0,4,5,0,0,35,,,,,,,,X,WSE,SV,SW,BRK,High Level
1913040,77,3,2,1,2000-05-19 06:00:00,8.5,5.5,6,15,64.98,40,10,,0,0,0,2.3,0,2,8,0,0,0,24,,,,,,,,X,WSE,SV,W,OVC,High Level
1913900,77,4,2,7,2000-05-20 06:00:00,6,5,5,16,86.98,40,15,,0,0,0,4,0,4,5,0,0,0,26,,,,,,,,X,WSE,SV,NW,BRK,High Level
1914452,77,3,2,1,2000-05-20 12:00:00,10.5,6.5,,,56.8,30,5,,0.01,0,0,2.3,0,0,10,0,0,0,22,,,,,,,,L,WSE,SV,W,OVC,High Level
1914790,77,5,2,9,2000-05-21 06:00:00,8.5,6.5,5,14,76.44,40,0,,2.4,0,0,4.6,0,1,0,0,0,0,17.4,,,,,,,,X,DEW,SV,CLM,SCT,High Level
1915232,77,3,2,5,2000-05-21 12:00:00,13.5,7.5,,,43.38,40,10,,0,0,0,1.3,1,0,0,3,6,0,31,73.8,1.2,9.8,18.1,294.8,0.03,1.1,X,WSE,SV,S,OVC,High Level
1915586,77,3,2,8,2000-05-22 06:00:00,7,5,5,15,75.12,40,2,,0,0,0,2.9,4,4,2,0,0,0,14,,,,,,,,X,WSE,SV,N,OVC,High Level
1915829,77,3,2,6,2000-05-22 12:00:00,11,7.5,,,62.84,30,15,,0.1,0,0,4.2,1,0,8,1,0,0,33.6,79.9,2.4,11,20.1,299.2,0.3,3.9,T,WSE,SV,NE,OVC,High Level
1916309,77,3,2,8,2000-05-23 06:00:00,6,5.52,4,15,93.29,40,15,,1,0,0,5,0,0,10,0,0,0,27.52,,,,,,,,X,LPM WSE DEW,SV,N,OVC,High Level
1916408,77,4,2,6,2000-05-23 12:00:00,14.5,7,,,32.92,40,20,,0,0,0,-1.6,0,7,1,1,0,0,41.5,84.7,5.6,13.8,24.7,304.2,1.53,9.8,X,,SV,NE,BRK,High Level
1916895,77,3,2,7,2000-05-24 06:00:00,5,4.5,3,16,93.24,30,12,,0,0,0,4,0,0,10,0,0,0,21.5,,,,,,,,X,DEW,SV,NW,OVC,High Level
1917032,77,3,2,7,2000-05-24 12:00:00,5.5,5,,,93.26,30,15,,3,0,0,4.5,0,0,10,0,0,0,28.5,49.6,0.3,10.2,18.7,302.5,0,0.3,L,,SV,NW,OVC,High Level
1917445,77,3,2,8,2000-05-25 06:00:00,3,1.5,2,9,77.75,40,18,,5.8,0,0,-0.5,0,3,7,0,0,0,28.3,,,,,,,,X,,SV,N,OVC,High Level
1917757,77,4,2,6,2000-05-25 12:00:00,9.5,4.5,,,45.11,40,24,40,0,0,0,-1.8,5,1,0,0,0,0,38,55.7,1,7.1,13.4,292,0.01,0.7,X,,SV,NE,BRK,High Level
1918284,77,3,2,8,2000-05-26 06:00:00,2.5,0.5,-2,11,70.05,40,6,,0.1,0,0,-2.4,1,4,5,0,0,0,9.1,,,,,,,,X,,SV,N,OVC,High Level
1918676,77,4,2,2,2000-05-26 12:00:00,7.5,3,,,46.57,40,15,,0,0,0,-3.2,0,4,5,0,0,0,25.5,73.3,1.5,8.3,15.5,295.8,0.06,1.6,X,,SV,E,BRK,High Level
1918987,77,3,2,8,2000-05-27 06:00:00,3.5,2,1,11,78.39,40,4,,0.1,0,0,0.1,0,1,9,0,0,0,9.6,,,,,,,,X,,SV,N,OVC,High Level
1919377,77,3,2,2,2000-05-27 12:00:00,8.5,4.5,,,53.88,40,14,,0,0,0,-0.3,0,0,10,0,0,0,27,80.3,2.4,9.5,17.5,299.7,0.24,3.5,X,,SV,E,OVC,High Level
1919675,77,4,2,8,2000-05-28 06:00:00,2,1,-2,13,84.71,40,15,,0.2,0,0.01,-0.3,6,2,0,0,0,0,18.2,,,,,,,,X,A10 FST,SV,N,BRK,High Level
1919837,77,4,2,8,2000-05-28 12:00:00,8.5,3.5,,,43.18,40,20,40,0,0,0,-3.3,0,1,5,0,0,0,32,84.6,5.5,10.9,20.1,303.6,1.23,8.6,X,WSE,SV,N,BRK,High Level
1920315,77,6,2,7,2000-05-29 06:00:00,6,3,-1,13,61.65,40,7,,0,0,0,-0.8,0,0,0,0,0,0,16,,,,,,,,X,FST,SV,NW,CLR,High Level
1920989,77,5,2,8,2000-05-29 12:00:00,13,6,,,33.96,40,7,22,0,0,0,-2.5,0,0,1,0,0,0,26,87.7,4.4,13.4,24.1,308.3,1.05,7.9,X,,SV,N,SCT,High Level
1921320,77,6,2,2,2000-05-30 06:00:00,7,2,0,15,39.91,40,3,,0,0,0,-5.7,0,0,0,0,0,0,12,,,,,,,,X,FST,SV,E,CLR,High Level
1921677,77,6,2,4,2000-05-30 12:00:00,13,5,,,25.5,40,9,27,0,0,0,-6.3,0,0,0,0,0,0,27,90,6.8,16.2,28.6,313,2.36,12.5,X,,SV,SE,CLR,High Level
1921913,77,5,2,3,2000-05-31 06:00:00,10.5,4,5,16,32.72,40,15,,0,0,0,-5.2,3,1,0,0,0,0,29.5,,,,,,,,X,,SV,SW,SCT,High Level
1922347,77,3,2,8,2000-05-31 12:00:00,11.5,7.5,,,58.28,40,15,,0,0,0,3.6,1,2,7,0,0,0,34,87.3,6.2,17.6,30.9,317.5,2.22,12,X,,SV,N,OVC,High Level
1922569,77,3,2,7,2000-06-01 06:00:00,5,1,1,13,47.25,40,10,,0,0,0,-5.3,0,10,0,0,0,0,16,,,,,,,,X,WSE FST,SV,NW,OVC,High Level
1922944,77,5,2,4,2000-06-01 12:00:00,12,4,,,23.16,40,10,,0,0,0,-8.4,1,1,0,0,0,0,26,90.2,7.3,20.3,35,323.1,3.14,14.6,X,WSE,SV,SE,SCT,High Level
1923418,77,5,2,4,2000-06-02 06:00:00,7,4.5,1,16,68.96,40,15,,0,0,0,1.7,1,3,0,0,0,0,26.5,,,,,,,,X,WSE,SV,SE,SCT,High Level
1923695,77,5,2,4,2000-06-02 12:00:00,14.5,6.5,,,29.02,40,20,,0,0,0,-3.3,0,1,0,0,0,0,41,90.4,12.4,23.2,39.5,329.1,7.02,23.1,X,WSE,SV,SE,SCT,High Level
1923997,77,3,2,7,2000-06-03 06:00:00,9,7.5,5,18,82.59,40,25,,0.1,0,0,6.2,0,0,10,0,0,0,41.6,,,,,,,,RW,WSE,SV,NW,OVC,High Level
1924327,77,5,2,1,2000-06-03 12:00:00,17.5,11,,,45.79,35,20,35,0.4,0,0,5.7,0,0,0,1,3,1,48.9,89.5,11,25.9,43.4,335.7,6.51,22.1,T,WSE,SV,W,SCT,High Level
1924673,77,4,2,2,2000-06-04 06:00:00,7.5,6.5,3,19,87.73,40,3,,0.1,0,0,5.6,5,3,1,0,0,0,17.1,,,,,,,,X,LPM,SV,E,BRK,High Level
1924844,77,3,2,6,2000-06-04 12:00:00,7.5,5.5,,,75.2,40,30,,0.01,0,0,3.4,0,0,10,0,0,0,43,84.2,8.6,26.5,44.3,340.5,4.89,18.8,L,,SV,NE,OVC,High Level
1925313,77,5,2,2,2000-06-05 06:00:00,1,0,-4,16,83.97,40,15,,0,0,0,-1.4,1,1,0,0,0,0,16,,,,,,,,X,WSE FST,SV,E,SCT,High Level
1925487,77,5,2,4,2000-06-05 12:00:00,7.5,2.5,,,40.98,40,15,,0,0,0,-4.9,2,2,0,0,0,0,25,86,5.2,27.8,46.3,345.3,2.55,13,X,,SV,SE,SCT,High Level
1925865,77,3,2,6,2000-06-06 06:00:00,5.5,2.5,4,12,60.63,40,14,,0,0,0,-1.5,0,8,2,0,0,0,22,,,,,,,,X,,SV,NE,OVC,High Level
1926130,77,3,2,6,2000-06-06 12:00:00,11.5,6,,,44.07,40,17,,0,0,0,-0.3,0,5,5,0,0,0,34.5,86.8,6.3,29.7,49,350.8,3.58,15.7,X,,SV,NE,OVC,High Level
1926625,77,3,2,6,2000-06-07 06:00:00,4,3.5,3,13,92.52,10,9,,0.4,0,0,2.9,0,0,10,0,0,0,16.9,,,,,,,,R,,SV,NE,OVC,High Level
1926763,77,3,2,4,2000-06-07 12:00:00,8.5,6,,,70.26,40,20,,0.2,0,0,3.4,0,0,10,0,0,0,34.7,83.8,4.9,30.5,50.2,355.7,2.59,13.1,X,,SV,SE,OVC,High Level
1927080,77,4,2,6,2000-06-08 06:00:00,6.5,4.5,4,11,74.5,40,20,,0.01,0,0,2.3,0,1,7,0,0,0,31,,,,,,,,X,,SV,NE,BRK,High Level
1927347,77,4,2,4,2000-06-08 12:00:00,10,6.5,,,61.29,40,30,,0,0,0,2.9,0,2,5,0,0,0,46.5,83.9,8.2,31.6,51.9,360.9,5.3,19.7,X,WSE,SV,SE,BRK,High Level
1927699,77,3,2,6,2000-06-09 06:00:00,6.5,6,6,12,93.32,40,15,,3,0,0,5.5,0,0,10,0,0,0,30.5,,,,,,,,X,WSE,SV,NE,OVC,High Level
1927997,77,3,2,4,2000-06-09 12:00:00,11,7.5,,,62.84,40,30,,0,0,0,4.2,0,0,10,0,0,0,48.5,68.7,2.7,25.9,43.8,360.4,0.93,7.4,X,WSE,SV,SE,OVC,High Level
1928453,77,4,2,2,2000-06-10 06:00:00,9,6,4,14,65.56,40,10,,0,0,0,2.9,4,4,0,0,0,0,25,,,,,,,,X,WSE DEW,SV,E,BRK,High Level
1928930,77,3,2,4,2000-06-10 12:00:00,8.5,6.5,,,76.44,40,20,,0,0,0,4.6,0,0,10,0,0,0,35,75,2.1,26.5,44.9,365.3,0.62,5.9,L,WSE,SV,SE,OVC,High Level
1929191,77,2,2,9,2000-06-11 06:00:00,4.5,4.5,3,10,100,0,0,,4.4,0,0,4.5,0,0,0,0,0,0,13.4,,,,,,,,F L,,SV,CLM,OBS,High Level
1929306,77,2,2,2,2000-06-11 12:00:00,6.5,6.5,,,100,1,15,,1,0,0,6.5,0,0,0,0,0,0,29,26.1,0,16.4,29.4,354.4,0,0,F,,SV,E,OBS,High Level
1929764,77,5,2,4,2000-06-12 06:00:00,7,6,3,10,87.08,40,10,,0.01,0,0,5,0,0,1,0,0,0,23,,,,,,,,X,,SV,SE,SCT,High Level
1930061,77,3,2,4,2000-06-12 12:00:00,10.5,7,,,61.85,40,15,,0,0,0,3.5,0,0,10,0,0,0,32.5,54.9,0.6,17.6,31.3,359.7,0.02,0.7,X,WSE,SV,SE,OVC,High Level
1930442,77,5,2,5,2000-06-13 06:00:00,7.5,5.5,4,13,75.2,40,5,,0,0,0,3.4,4,0,0,0,0,0,18,,,,,,,,X,DEW WSE,SV,S,SCT,High Level
1930897,77,3,2,5,2000-06-13 12:00:00,12.5,7.5,,,50.47,40,25,,0,0,0,2.5,0,0,10,0,0,0,45,76.4,3,19.4,34.2,365.4,0.8,6.8,X,WSE,SV,S,OVC,High Level
1931092,77,3,2,5,2000-06-14 06:00:00,8,7,6,16,87.78,30,5,,0,0,0,6.1,0,0,10,0,0,0,20,,,,,,,,H,WSE,SV,S,OVC,High Level
1931524,77,4,2,5,2000-06-14 12:00:00,13,10,,,69.7,40,10,,0,0,0,7.6,0,0,8,0,0,0,33,80.1,1.9,20.5,36.1,371.1,0.4,4.6,X,,SV,S,BRK,High Level
1931806,77,5,2,8,2000-06-15 06:00:00,9,6,6,16,65.56,40,6,,0.2,0,0,2.9,0,1,0,0,0,0,21.2,,,,,,,,X,DEW,SV,N,SCT,High Level
1931942,77,4,2,2,2000-06-15 12:00:00,15,9,,,45.72,40,10,28,0,0,0,3.4,0,1,5,1,0,0,34,85.1,3.6,22.8,39.6,377.2,1.27,8.8,X,,SV,E,BRK,High Level
1932662,77,6,2,9,2000-06-16 06:00:00,8,4.5,7,19,58.64,40,0,,0,0,0,0.4,0,0,0,0,0,0,12.5,,,,,,,,X,DEW,SV,CLM,CLR,High Level
1932849,77,6,2,5,2000-06-16 12:00:00,17,8,,,27.04,40,7,,0,0,0,-2.1,0,0,0,0,0,0,32,89.7,5.9,26.3,44.9,383.7,2.95,14.1,X,,SV,S,CLR,High Level
1933184,77,4,2,3,2000-06-17 06:00:00,14.5,10,11,21,57.82,40,7,,0,0,0,6.3,6,1,0,0,0,0,31.5,,,,,,,,X,DEW,SV,SW,BRK,High Level
1936873,77,4,2,7,2000-06-22 06:00:00,9.5,9,5.5,18.5,94.1,40,18,,4.6,0,0,8.6,2,3,3,0,0,0,41.1,,,,,,,,X,TPM,SV,NW,BRK,High Level
1937162,77,3,2,7,2000-06-22 12:00:00,13,10.5,,,74.61,30,18,,0.01,0,0,8.6,0,2,8,0,0,0,41.5,57.9,0.9,27.9,47.7,411.6,0.12,2.3,R,,SV,NW,OVC,High Level
1937601,77,5,2,8,2000-06-23 06:00:00,8.5,8.5,6,14,100,40,10,,13,0,0,8.5,1,1,0,0,1,0,40,,,,,,,,F,DEW TPM,SV,N,SCT,High Level
1938015,77,4,2,6,2000-06-23 12:00:00,13.5,9.5,,,60.85,40,10,,0.01,0,0,6.1,0,0,0,2,4,2,33,44.3,0.1,13.9,25.4,368.1,0,0.1,T RW,WSE,SV,NE,BRK,High Level
1938242,77,3,2,7,2000-06-24 06:00:00,7.5,7.5,4.5,15.5,100,30,15,,9.8,0,0,7.5,0,0,10,0,0,0,39.8,,,,,,,,L F,LPM WSE,SV,NW,OVC,High Level
1938741,77,4,2,7,2000-06-24 12:00:00,11.5,8.5,,,68.44,40,20,35,0.01,0,0,5.9,1,0,0,1,5,1,40,43.1,0.2,7.8,14.8,341,0,0.1,L,WSE,SV,NW,BRK,High Level
1938969,77,5,2,7,2000-06-25 06:00:00,10,8,3,16,77.22,40,10,,0.6,0,0,6.2,0,1,0,0,0,0,28.6,,,,,,,,X,WSE DEW,SV,NW,SCT,High Level
1939177,77,4,2,8,2000-06-25 12:00:00,16.5,9.5,,,40.38,40,15,,0,0,0,3,0,0,0,6,0,0,41,74.5,1.6,10.6,19.6,347.4,0.11,2.2,X,WSE,SV,N,BRK,High Level
1939754,77,4,2,3,2000-06-26 06:00:00,13,9,10,20,60.31,40,10,,0,0,0,5.5,3,3,0,0,0,0,32,,,,,,,,X,,SV,SW,BRK,High Level
1939848,77,5,2,5,2000-06-26 12:00:00,20,13,,,45.87,40,9,,0,0,0,8,1,0,0,3,1,0,42,84.7,3.2,13.6,24.8,354.4,0.63,5.9,X,,SV,S,SCT,High Level
1940363,77,5,2,3,2000-06-27 06:00:00,16,12,10,24,63.56,40,16,,0,0,0,9.1,1,1,0,0,0,0,44,,,,,,,,H,,SV,SW,SCT,High Level
1940555,77,4,2,3,2000-06-27 12:00:00,23,14,,,37.4,40,9,,0,0,0,7.7,3,0,0,3,1,0,46,89.2,6,17.6,31.3,361.9,2.15,11.8,H,,SV,SW,BRK,High Level
1940879,77,5,2,5,2000-06-28 06:00:00,20,14,13,26,52.51,40,10,,0,0,0,10,2,0,0,0,0,0,44,,,,,,,,H,LPM,SV,S,SCT,High Level
1941190,77,4,2,5,2000-06-28 12:00:00,25,15.5,,,37.22,35,13,,0,0,0,9.4,1,0,0,2,2,1,53.5,90.4,8.7,21.9,38.2,369.8,4.32,17.5,H RW,,SV,S,BRK,High Level
1941480,77,4,2,7,2000-06-29 06:00:00,16,12.5,15,26,67.98,35,9,,0.01,0,0,10.1,2,7,0,0,0,0,37.5,,,,,,,,H K,,SV,NW,BRK,High Level
1941898,77,4,2,5,2000-06-29 12:00:00,22,15,,,48.33,40,17,,0,0,0,10.6,5,1,0,1,1,0,54,89.7,9.7,25,43,377.2,5.53,20.1,H K,,SV,S,BRK,High Level
1941974,77,4,2,8,2000-06-30 06:00:00,15,13,14,25,80.63,35,9,,0,0,0,11.7,1,3,2,0,0,0,37,,,,,,,,H K,LPM,SV,N,BRK,High Level
1942563,77,3,2,1,2000-06-30 12:00:00,19,13.5,,,55.13,40,7,,0,0,0,9.8,1,3,0,3,3,0,39.5,88.4,4.8,27.4,46.5,384,2.34,12.4,H K,,SV,W,OVC,High Level
1942886,77,3,2,9,2000-07-01 06:00:00,13.5,13,13,22,94.9,40,0,,0.6,0,0,12.7,0,5,5,0,0,0,27.1,,,,,,,,H K,LPM,SV,CLM,OVC,High Level
1943138,77,4,2,2,2000-07-01 12:00:00,16.5,14,,,77.21,40,8,,0.01,0,0,12.5,0,3,0,3,3,0,38.5,83.9,2.7,28.3,48,390.7,1.04,7.8,H K,,SV,E,BRK,High Level
1943765,77,5,2,9,2000-07-02 06:00:00,11,11,10,21,100,5,0,,9,0,0,11,3,0,0,0,0,0,31,,,,,,,,F,DEW LPM,SV,CLM,SCT,High Level
1944397,77,4,2,2,2000-07-02 12:00:00,18.5,14.5,,,65.85,40,2,,0,0,0,12,4,1,0,1,0,0,35,46.7,0.1,15.9,28.7,366.6,0,0.1,X,,SV,E,BRK,High Level
1944676,77,4,2,5,2000-07-03 06:00:00,14.5,13,10,23,84.94,10,4,,0.2,0,0,12,0,5,1,0,0,0,31.7,,,,,,,,H,TPM DEW,SV,S,BRK,High Level
1945005,77,5,2,5,2000-07-03 12:00:00,18,13,,,57.91,40,9,,0,0,0,9.6,0,0,0,0,1,0,40,71.2,1,17.8,31.8,373.5,0.08,1.8,X,,SV,S,SCT,High Level
1945379,77,4,2,7,2000-07-04 06:00:00,14.5,11.5,10,22,70.95,40,7,,0,0,0,9.3,7,2,0,0,0,0,33,,,,,,,,X,DEW,SV,NW,BRK,High Level
1945523,77,4,2,2,2000-07-04 12:00:00,18,13,,,57.91,40,6,,0,0,0,9.6,0,9,0,0,0,0,37,80.5,1.6,19.7,34.9,380.4,0.28,3.8,X,,SV,E,BRK,High Level
1945943,77,3,2,9,2000-07-05 06:00:00,13,11.5,12,18,84.21,40,0,,0.01,0,0,10.4,0,2,8,0,0,0,24.5,,,,,,,,X,,SV,CLM,OVC,High Level
1946101,77,3,2,2,2000-07-05 12:00:00,17,13,,,64.65,40,5,,0,0,0,10.3,0,7,3,0,0,0,35,82.9,2,21.2,37.3,387.2,0.47,5,X,WSE,SV,E,OVC,High Level
1946491,77,3,2,9,2000-07-06 06:00:00,13.5,13,13,19,94.9,40,0,,0,0,0,12.7,0,0,10,0,0,0,26.5,,,,,,,,X,,SV,CLM,OVC,High Level
1946577,77,3,2,3,2000-07-06 12:00:00,15.5,13.5,,,80.7,40,10,,0,0,0,12.2,0,1,8,0,1,0,39,82.5,2.5,22,38.5,393.7,0.71,6.3,X,WSE,SV,SW,OVC,High Level
1946927,77,3,2,7,2000-07-07 06:00:00,13,12,13,21,89.41,40,18,,0.01,0,0,11.3,0,0,10,0,0,0,43,,,,,,,,RW,TPM,SV,NW,OVC,High Level
1947131,77,3,2,8,2000-07-07 12:00:00,15.5,13.5,,,80.7,40,30,,0,0,0,12.2,0,1,9,0,0,0,59,82.4,6.8,22.8,39.8,400.2,3.25,14.9,X,WSE,SV,N,OVC,High Level
1947675,77,2,2,7,2000-07-08 06:00:00,9,9,8,20,100,3,30,,0,0,0,9,0,0,0,0,0,0,48,,,,,,,,F,WSE,SV,NW,OBS,High Level
1948016,77,3,2,8,2000-07-08 12:00:00,14.5,12,,,75.87,40,15,,0,0,0,10.3,0,0,10,0,0,0,41.5,82.4,3.2,23.7,41.3,406.5,1.13,8.2,X,WSE,SV,N,OVC,High Level
1948238,77,6,2,9,2000-07-09 06:00:00,13.5,12.5,8,19,89.45,40,0,,0,0,0,11.8,0,0,0,0,0,0,26,,,,,,,,X,DEW,SV,CLM,CLR,High Level
1948550,77,5,2,5,2000-07-09 12:00:00,18,13,,,57.91,40,11,,0,0,0,9.6,0,0,0,1,2,0,42,84.8,3.6,25.6,44.3,413.4,1.42,9.4,X,,SV,S,SCT,High Level
1949027,77,4,2,9,2000-07-10 06:00:00,17,15,12,22,81.96,40,0,,0,0,0,13.9,0,9,0,0,0,0,32,,,,,,,,X,ACC DEW,SV,CLM,BRK,High Level
1949279,77,5,2,4,2000-07-10 12:00:00,22.5,15.5,,,48.79,40,9,,0,0,0,11.2,0,0,0,2,3,0,47,87.3,4.6,28.4,48.7,421.2,2.28,12.2,X,,SV,SE,SCT,High Level
1949812,77,5,2,7,2000-07-11 06:00:00,15.5,12.5,10,25,72.1,40,8,,0,0,0,10.5,0,1,0,0,0,0,36,,,,,,,,X,LPM DEW ACC,SV,NW,SCT,High Level
1950275,77,4,2,1,2000-07-11 12:00:00,22.5,15,,,45.65,40,6,,0,0,0,10.2,1,0,0,2,4,1,43.5,88.3,4.5,31.4,53.1,429,2.45,12.7,X,,SV,W,BRK,High Level
1950536,77,2,2,7,2000-07-12 06:00:00,12.5,12.5,12,25,100,0,15,,12.6,0,0,12.5,0,0,0,0,0,0,52.6,,,,,,,,F,LPM,SV,NW,OBS,High Level
1951092,77,4,2,2,2000-07-12 12:00:00,19.5,16.5,,,74.74,40,4,,0.02,0,0,14.9,0,0,2,0,3,2,40.02,43.3,0.1,15.1,27.5,386.5,0,0.1,T,,SV,E,BRK,High Level
1951152,77,2,2,9,2000-07-13 06:00:00,14,14,13,20,100,0,0,,7,0,0,14,0,0,0,0,0,0,35,,,,,,,,F,LPM DEW,SV,CLM,OBS,High Level
1951454,77,5,2,5,2000-07-13 12:00:00,18.5,15.5,,,74.08,40,4,,0,0,0,13.8,0,1,0,3,1,0,38,38.4,0,9.4,17.6,370.7,0,0,X,,SV,S,SCT,High Level
1951904,77,3,2,1,2000-07-14 06:00:00,13,13,12,21,100,30,15,,10.4,0,2,13,1,6,3,0,0,0,53.4,,,,,,,,X,LPM A10 WSE,SV,W,OVC,High Level
1952183,77,3,2,3,2000-07-14 12:00:00,15,14.5,,,94.96,25,15,,0,0,0,14.2,0,0,10,0,0,0,44.5,16.1,0,4.4,8.5,334.6,0,0,T,LPM WSE,SV,SW,OVC,High Level
1952649,77,3,2,8,2000-07-15 06:00:00,9,8.5,9,18,94.08,15,36,56,2,0,0,8.1,0,0,10,0,0,0,55.5,,,,,,,,L,LPM,SV,N,OVC,High Level
1952956,77,2,2,8,2000-07-15 12:00:00,9,8.5,,,94.08,5,30,51,0.01,0,0,8.1,0,0,0,0,0,0,47.5,23,0,3.3,6.5,339.9,0,0,L F,,SV,N,OBS,High Level
1953336,77,5,2,7,2000-07-16 06:00:00,8.5,7.5,6,10,87.82,40,6,,2.6,0,0,6.6,0,2,1,0,0,0,24.6,,,,,,,,X,,SV,NW,SCT,High Level
1953619,77,2,2,3,2000-07-16 12:00:00,9.5,8.5,,,88.52,5,12,,0.2,0,0,7.7,0,0,0,0,0,0,30.2,27.7,0,2,4,345.3,0,0,RW,,SV,SW,OBS,High Level
1953891,77,5,2,3,2000-07-17 06:00:00,8.5,8,7,14,94.06,40,12,,1.4,0,0,7.6,1,1,0,0,0,0,29.9,,,,,,,,X,DEW,SV,SW,SCT,High Level
1954488,77,4,2,3,2000-07-17 12:00:00,13,9,,,60.31,40,17,,0,0,0,5.5,1,0,4,0,2,0,39,56.2,0.7,3.3,6.5,351.3,0,0.4,X,,SV,SW,BRK,High Level
1954808,77,2,2,4,2000-07-18 06:00:00,9,9,6,16,100,0,10,,0,0,0,9,0,0,0,0,0,0,28,,,,,,,,F,,SV,SE,OBS,High Level
1955207,77,5,2,4,2000-07-18 12:00:00,14,11,,,70.85,40,11,,0,0,0,8.8,0,0,0,1,0,0,36,70.7,1.1,4.3,8.4,357.5,0.01,0.6,X,,SV,SE,SCT,High Level
1955442,77,6,2,5,2000-07-19 06:00:00,12,11,9,20,89.33,40,12,,0,0,0,10.3,0,0,0,0,0,0,35,,,,,,,,X,ACC DEW,SV,S,CLR,High Level
1955744,77,4,2,4,2000-07-19 12:00:00,19,15.5,,,70.41,40,15,30,0,0,0,13.5,0,8,0,1,0,0,49.5,79.5,2.3,5.7,11,364.6,0.12,2.3,X,,SV,SE,BRK,High Level
1956144,77,4,2,5,2000-07-20 06:00:00,14,12.5,11,21,84.88,40,11,,0,0,0,11.5,5,2,0,0,0,0,37.5,,,,,,,,X,DEW,SV,S,BRK,High Level
1956395,77,4,2,4,2000-07-20 12:00:00,21,17,,,68.12,40,15,,0,0,0,14.9,7,2,0,0,0,0,53,83.1,3.5,7.4,14,372.1,0.4,4.5,X,,SV,SE,BRK,High Level
1956794,77,4,2,1,2000-07-21 06:00:00,12.5,9,10,24,64.52,40,30,47,0.2,0,0,6,0,6,0,0,0,0,51.7,,,,,,,,X,LPM,SV,W,BRK,High Level
1957140,77,5,2,1,2000-07-21 12:00:00,17.5,12.5,,,57.01,40,29,44,0,0,0,8.9,0,0,2,1,0,0,59,85.2,9.4,9.3,17.5,379,2.39,12.5,X,,SV,W,SCT,High Level
1957568,77,4,2,1,2000-07-22 06:00:00,15.5,11,9,20,58.87,40,14,,0,0,0,7.5,0,8,0,0,0,0,40.5,,,,,,,,X,DEW,SV,W,BRK,High Level
1957821,77,4,2,5,2000-07-22 12:00:00,21.5,14.5,,,47.55,40,18,,0,0,0,9.9,0,8,0,0,0,0,54,87.6,7.5,12.1,22.4,386.6,2.17,11.9,X,,SV,S,BRK,High Level
1958183,77,5,2,1,2000-07-23 06:00:00,19,15.5,14,25,70.41,40,6,,0,0,0,13.5,0,1,0,0,0,0,40.5,,,,,,,,X,DEW ACC,SV,W,SCT,High Level
1958445,77,4,2,4,2000-07-23 12:00:00,24,18,,,56.77,40,11,,0,0,0,14.9,0,8,0,0,1,0,53,87.6,5.3,14.6,26.8,394.6,1.56,9.9,X,,SV,SE,BRK,High Level
1958882,77,5,2,7,2000-07-24 06:00:00,17.5,13,13,28,60.98,40,18,,0,0,0,9.9,1,0,0,0,0,0,48.5,,,,,,,,X,LPM DEW,SV,NW,SCT,High Level
1959140,77,6,2,1,2000-07-24 12:00:00,25,15,,,34.55,40,15,,0,0,0,8.3,0,0,0,0,0,0,55,90.6,10,18.6,33.4,402.8,4.58,18.1,X,,SV,W,CLR,High Level
1959708,77,4,2,4,2000-07-25 06:00:00,15,12.5,15,28,75.96,40,11,,0,0,0,10.8,8,1,0,0,0,0,38.5,,,,,,,,X,LPM DEW,SV,SE,BRK,High Level
1960002,77,5,2,4,2000-07-25 12:00:00,23,16.5,,,52.6,40,15,,0,0,0,12.8,1,1,0,0,0,0,54.5,89.3,8.2,21.3,37.7,410.6,3.96,16.7,X,,SV,SE,SCT,High Level
1960491,77,4,2,4,2000-07-26 06:00:00,16,14,12,28,81.3,40,8,,0,0,0,12.8,0,1,8,0,0,0,38,,,,,,,,X,DEW LPM ACC,SV,SE,BRK,High Level
1960676,77,4,2,5,2000-07-26 12:00:00,23,16,,,49.58,40,15,,0,0,0,11.9,6,1,0,0,1,0,54,89.3,8.3,24.2,42.2,418.4,4.46,17.8,X,,SV,S,BRK,High Level
